,POSIXtime,yr,mon,day,hr,COS.60,CO2.60,CO.60,H2O.60,COS.7,CO2.7,CO.7,H2O.7
2088,1415039380,2014,11,3,19,468.6975385,392.5420411,116.302722,1.149359665,475.0978614,391.9768302,114.9485093,1.203216224
2089,1415042980,2014,11,3,20,462.3656433,393.0789744,112.9123006,1.145710587,458.1646641,393.0042496,112.4738439,1.192937061
2090,1415046580,2014,11,3,21,453.6147707,392.0149472,111.553815,1.109044567,450.6690319,390.6663465,110.1712011,1.137589393
2091,1415050179,2014,11,3,22,469.6926053,390.587886,111.825286,1.070086676,464.6264057,389.4629642,110.5231738,1.11705204
2092,1415053779,2014,11,3,23,482.2576653,390.2654774,111.7037629,1.057934148,484.9521599,389.2868975,111.4548243,1.104157333
2093,1415057379,2014,11,4,0,464.7065888,390.9950953,114.319823,1.009833324,451.567895,390.7844424,113.6567866,1.042218066
2094,1415060979,2014,11,4,1,448.2681479,391.9831375,113.5958593,1.043167668,451.615113,390.6001101,113.4302487,1.076413368
2095,1415064579,2014,11,4,2,450.6209587,391.1085203,113.1239875,0.996138264,447.3207257,390.4631236,112.046276,1.026489446
2096,1415068179,2014,11,4,3,447.9819239,391.6007171,113.6616174,0.988157993,442.5417706,391.2526834,113.2486345,1.031973243
2097,1415071779,2014,11,4,4,445.8913627,392.8386356,116.2842025,0.990328145,451.0735645,392.5362292,115.8712802,1.032503211
2098,1415075379,2014,11,4,5,457.0832669,394.6693642,121.4497214,0.981006996,450.4556321,394.3486208,122.0793468,1.012239827
2099,1415078980,2014,11,4,6,459.9542734,396.6951396,130.7387645,0.963152187,462.6119562,396.4095286,128.7030718,0.983950778
2100,1415081580,2014,11,4,7,464.2722211,398.3390767,131.5147881,0.970602361,452.1024814,399.3078474,137.2788394,1.013155183
2101,1415274086,2014,11,6,12,1105.333536,422.9421077,65909.6242,1.037516949,417.0217934,402.749505,173.977859,1.013111163
2102,1415276980,2014,11,6,13,426.8406348,400.6555573,172.99344,1.03727564,416.9562773,399.2888466,173.7726552,1.036735962
2103,1415280580,2014,11,6,14,407.185163,396.6907156,173.2480326,1.021729246,423.2934301,395.5924212,170.3365863,1.020988776
2104,1415284179,2014,11,6,15,419.5440497,394.9097721,166.2055381,0.940325663,407.9034864,396.2279013,167.1036435,0.850467395
2105,1415287779,2014,11,6,16,418.0006831,397.5200526,172.1091401,0.799501144,408.3641688,402.082634,171.9978238,0.744591032
2106,1415291379,2014,11,6,17,408.4056512,399.7187668,181.6810703,0.691181122,447.8141668,410.8290967,189.4417761,0.66388622
2107,1415294979,2014,11,6,18,395.2675621,400.8674888,187.3175892,0.682876476,390.6252179,416.9010507,206.6323597,0.694128318
2108,1415298579,2014,11,6,19,418.4271641,397.8073063,170.4558811,0.719598961,396.8576579,415.1107228,187.8264772,0.700356477
2109,1415302180,2014,11,6,20,413.3275021,400.5572182,177.6595539,0.710399261,422.4167387,410.9898156,197.9550164,0.712878347
2110,1415305780,2014,11,6,21,426.6797045,398.17533,169.4812945,0.722249841,415.147537,414.7526386,196.1470122,0.710545775
2111,1415309380,2014,11,6,22,410.1138985,408.5388526,192.6172331,0.712191522,398.8074547,417.4613096,207.1668396,0.709336479
2112,1415312979,2014,11,6,23,415.4518952,411.2411379,198.0721992,0.739015251,417.4595492,415.2433128,198.753405,0.735334133
2113,1415316579,2014,11,7,0,409.5387518,411.8344805,202.5452332,0.722079047,411.6765699,415.0069037,199.4584833,0.718739796
2114,1415320179,2014,11,7,1,407.6945688,406.0653112,195.18506,0.724395913,412.6813807,408.3616671,193.0590206,0.72864103
2115,1415323779,2014,11,7,2,404.1260569,403.6806114,182.8322437,0.731900441,411.3933859,405.3048169,181.7815842,0.730899243
2116,1415327380,2014,11,7,3,423.377028,400.9651525,170.9681503,0.715384141,422.6807953,401.052586,168.2305262,0.713131725
2117,1415330980,2014,11,7,4,416.9345333,397.2625097,167.2635131,0.704755821,418.0084998,398.8801925,169.2437733,0.699384499
2118,1415334580,2014,11,7,5,445.9152936,399.8839881,193.6626119,0.691534064,452.3492243,402.5987919,201.980749,0.688875556
2119,1415338179,2014,11,7,6,438.2227636,403.4221386,205.024911,0.691370177,441.0710918,406.0917841,205.8867702,0.689843157
2120,1415341779,2014,11,7,7,434.0516429,405.6121658,190.1133765,0.717176936,432.3224073,406.087327,188.1820363,0.714997005
2121,1415536385,2014,11,9,13,419.7946077,390.674131,179.809248,0.922428285,476.9798254,392.3541594,5660.914356,0.929359168
2122,1415539780,2014,11,9,14,411.6683793,389.4481108,176.267898,0.92807544,415.3277041,389.4990545,178.941901,0.949317918
2123,1415543380,2014,11,9,15,418.4831313,389.1531489,180.0803897,0.913934859,412.7058842,388.6850297,177.1236736,0.942228864
2124,1415546979,2014,11,9,16,413.5042983,392.6975235,194.5672172,0.910235849,416.5640336,390.6439525,185.4050943,0.93337939
2125,1415550579,2014,11,9,17,408.2258727,396.8991829,200.865415,0.899070892,407.9474324,396.171418,195.9402113,0.912795917
2126,1415554179,2014,11,9,18,403.2876683,397.5398193,186.1580625,0.875598272,408.563394,401.8539644,202.5984155,0.907617471
2127,1415557779,2014,11,9,19,398.9394652,401.1229374,199.7398218,0.874369022,412.4300402,400.6459617,189.6379468,0.88210065
2128,1415561379,2014,11,9,20,410.4882581,405.3230154,219.2073931,0.88014033,410.7031727,405.8458697,199.5074393,0.873014976
2129,1415564980,2014,11,9,21,416.8566414,406.6629861,228.0461293,0.888859429,388.7912431,411.6811667,212.7351636,0.876681153
2130,1415568580,2014,11,9,22,410.4310944,410.8440364,234.7179048,0.882122479,409.8251889,414.3866089,229.454662,0.885484448
2131,1415572180,2014,11,9,23,407.9876909,415.95638,241.293535,0.88972345,405.6186403,417.7997785,238.4641395,0.899421741
2132,1415575779,2014,11,10,0,400.3844925,416.3494706,234.3036298,0.894317802,407.0627281,421.8032064,242.4793577,0.897780731
2133,1415579379,2014,11,10,1,399.6746234,413.8606869,228.0727861,0.909910439,401.9121121,421.8390578,232.3088793,0.90215911
2134,1415582979,2014,11,10,2,398.4252271,415.3428959,224.2922597,0.919751119,404.6164585,419.6397214,229.471209,0.918430747
2135,1415586579,2014,11,10,3,404.160276,414.1479519,217.4060975,0.939606426,395.0697434,420.4743073,223.4368575,0.931214585
2136,1415590179,2014,11,10,4,415.4936622,414.4926474,222.2867212,0.944959885,412.4548147,416.2275055,217.0179291,0.949920089
2137,1415593780,2014,11,10,5,412.8215211,414.1994324,225.2444161,0.953262557,426.636137,416.9923968,224.2884446,0.95868821
2138,1415597380,2014,11,10,6,401.8229024,413.7164173,221.0715535,0.962971999,412.3001858,416.3161158,224.7916594,0.967323085
2139,1415600980,2014,11,10,7,399.6741096,411.2180486,213.6894604,0.988227008,400.9002298,414.5725416,219.1828813,0.976999637
2140,1415604579,2014,11,10,8,364.7090834,409.9681963,211.8312795,1.005989887,392.2776603,412.3555088,212.751581,1.010088745
2141,1415608179,2014,11,10,9,420.2389445,410.0988596,209.38719,1.019836926,367.8178995,410.9832891,211.7385567,1.032929508
2142,1415611779,2014,11,10,10,405.6206846,404.6159384,193.007394,1.069510419,401.5778702,410.2487713,206.2429395,1.057923933
2143,1415615379,2014,11,10,11,416.3386558,395.0700141,165.2390274,1.086544902,419.7672396,401.4658489,184.788709,1.081548019
2144,1415618979,2014,11,10,12,430.0521734,388.8162792,148.6012327,0.946942493,416.8319478,393.1955406,160.7378783,1.093336956
2145,1415622579,2014,11,10,13,437.0175185,386.2000584,140.5170146,0.899638651,434.0590974,386.7505062,144.116564,1.02118598
2146,1415626179,2014,11,10,14,445.4017956,384.9106893,137.9397069,0.894402434,434.0585531,385.8046059,142.6590166,0.949190844
2147,1415629780,2014,11,10,15,442.6027941,384.5821145,130.6303177,0.855214439,446.7892467,385.1831115,134.4894287,0.915328694
2148,1415633380,2014,11,10,16,431.7132739,385.8407446,131.4251163,0.829382008,439.3051839,386.7215609,132.6493103,0.893129185
2149,1415636980,2014,11,10,17,426.9938166,388.1947098,135.6911632,0.812532215,429.2317323,389.0143942,131.8230675,0.857567876
2150,1415640579,2014,11,10,18,412.3199196,389.6611497,137.9875708,0.819132365,423.1883767,391.5953705,137.2623915,0.833496327
2151,1415644179,2014,11,10,19,423.8063443,392.097906,143.9815445,0.814119209,418.1539259,392.981536,139.1277011,0.823700213
2152,1415647779,2014,11,10,20,429.1321575,393.0040851,147.7617791,0.812158728,422.6056438,396.0596863,145.291206,0.815440946
2153,1415651379,2014,11,10,21,429.9205529,392.12692,148.0697651,0.807507499,418.4820747,397.0279344,147.6671658,0.807206411
2154,1415654979,2014,11,10,22,429.3290882,390.8156134,144.2203469,0.813563285,430.7234437,394.2943014,147.5460563,0.816821531
2155,1415658579,2014,11,10,23,420.8040229,394.463922,149.6256713,0.782135774,426.5790228,394.9892536,144.019285,0.791498197
2156,1415662180,2014,11,11,0,417.1295304,395.4974896,149.5608043,0.771506154,413.4393355,399.0733622,148.0341563,0.769489493
2157,1415665780,2014,11,11,1,423.50959,396.8832663,153.5415996,0.745328545,430.569787,398.0564127,148.910289,0.759406194
2158,1415669379,2014,11,11,2,433.917366,400.1966706,157.868717,0.728211934,430.4985034,401.3260038,153.2751651,0.729952645
2159,1415672979,2014,11,11,3,427.1079655,401.9274847,166.7514026,0.705503356,433.0972021,403.3809206,158.5582647,0.713376396
2160,1415676579,2014,11,11,4,442.3834934,411.291699,245.1799529,0.714180828,428.2061652,405.6740742,174.6921434,0.704727749
2161,1415680179,2014,11,11,5,442.1802902,418.1041878,252.8359871,0.710641211,438.0728253,414.9643965,241.4472563,0.71303588
2162,1415683780,2014,11,11,6,411.51335,417.5739554,231.0202989,0.69235855,441.1271754,422.1901528,242.0135921,0.700485507
2163,1415687380,2014,11,11,7,419.3561562,415.9515953,230.4790213,0.726396138,409.1154887,421.6662356,232.8210243,0.691152858
2164,1415690908,2014,11,11,8,402.7580751,413.7131444,233.0537213,0.816860967,409.4960193,418.2814036,235.4158584,0.73823739
2165,1415694579,2014,11,11,9,412.1029868,408.3934351,218.9502147,0.935998846,403.6154184,414.4367173,232.8416813,0.844387605
2166,1415698216,2014,11,11,10,415.4390715,404.0415654,202.9715756,0.973859624,408.8273467,407.5091899,214.3935574,0.946780215
2167,1415701779,2014,11,11,11,415.070587,399.8738989,184.4098066,0.989816872,422.4653845,403.2106292,206.3675769,0.977416645
2168,1415705379,2014,11,11,12,436.6308388,396.1793128,170.9649754,0.963884515,409.1111924,399.5050223,181.2811907,0.959935413
2169,1415708979,2014,11,11,13,427.4774085,395.0315525,171.4452042,0.964201423,429.6949598,395.7469268,168.1104458,0.979272178
2170,1415712579,2014,11,11,14,423.6405091,392.1514803,165.6208961,0.960393246,421.4193846,394.7965311,171.9412335,0.980729703
2171,1415716196,2014,11,11,15,415.0849967,390.690912,153.5812042,0.955075717,427.5990399,391.7563102,162.62562,0.977617867
2172,1415719779,2014,11,11,16,418.9829728,392.6424179,153.2614114,0.941254376,413.0050517,391.7734439,152.401181,0.974015386
2173,1415723379,2014,11,11,17,420.5368796,395.6078885,161.7376152,0.948531485,419.4179051,394.5600229,154.0697598,0.95944236
2174,1415726979,2014,11,11,18,413.985014,396.696893,166.2838828,0.986747929,416.7392698,397.552164,164.4188006,0.957019854
2175,1415730579,2014,11,11,19,423.5271596,396.4523965,167.4203801,0.991942878,419.5682709,397.8589071,168.7378013,0.993457445
2176,1415734179,2014,11,11,20,426.6525551,402.7783239,191.5680696,0.956297754,425.2274501,398.7886239,173.8317658,1.012494885
2177,1415737780,2014,11,11,21,427.6223404,404.0371066,184.2005328,0.949394007,429.1168119,404.7137691,192.8369082,0.994200298
2178,1415741380,2014,11,11,22,429.6092574,404.5873915,181.0523334,0.940999085,421.2745424,405.7592792,183.7789204,0.96725527
2179,1415744980,2014,11,11,23,430.7005646,404.4743824,183.49065,0.954104978,421.2118285,405.3051239,182.0288206,0.955700231
2180,1415748579,2014,11,12,0,404.68259,406.6101444,194.819679,0.978858295,435.7802415,406.2699027,185.2621262,0.965193956
2181,1415752179,2014,11,12,1,384.2875138,408.0123912,202.8156418,0.991590193,404.6777858,407.4394896,195.676687,0.994370842
2182,1415755779,2014,11,12,2,394.9186745,409.2904025,208.6310955,0.9927025,388.331214,409.5113428,203.8661355,1.003082824
2183,1415759380,2014,11,12,3,404.8880293,410.9024094,215.9920225,0.976920453,393.1006449,410.7922909,210.141584,0.998574228
2184,1415762980,2014,11,12,4,396.3210691,413.0352868,217.3285381,0.966832175,400.430818,412.8983845,215.5841542,0.963173254
2185,1415766580,2014,11,12,5,405.218816,413.055511,220.8195029,0.974396662,399.276502,415.0685704,217.4138394,0.960766549
2186,1415770179,2014,11,12,6,411.6189156,411.8380173,214.4427022,0.966716001,415.5494612,414.3029919,221.7895244,0.977999889
2187,1415773779,2014,11,12,7,446.7079063,411.3653172,159.6755351,0.965427499,408.0072359,412.7182415,214.3713258,0.963832223
2188,1415776380,2014,11,12,8,492.5882023,413.8353401,100.4440165,1.011337227,461.5640384,412.5080329,134.0653452,0.981377954
2189,1415802776,2014,11,12,15,466.5485143,413.8564183,230.500383,1.068579387,460.8114976,416.2957832,237.3189348,1.07342931
2190,1415806179,2014,11,12,16,424.1360532,416.9510441,247.7661652,1.077821983,419.7996338,421.7097249,252.5691605,1.073960921
2191,1415809779,2014,11,12,17,407.5464037,420.3016554,258.0725462,1.080970684,411.3945717,424.9515499,258.5262566,1.084179236
2192,1415813379,2014,11,12,18,416.1159863,426.3557373,282.9121182,1.030775447,423.1335021,431.6596094,279.51809,1.022057374
2193,1415816980,2014,11,12,19,423.4664603,426.578226,276.6495383,1.010945004,438.7535369,437.8341607,288.9058006,1.008680492
2194,1415820580,2014,11,12,20,413.6282605,426.0045271,272.404118,0.97773186,428.8407834,441.4193928,282.8989946,0.979271133
2195,1415824180,2014,11,12,21,403.6048737,426.1296118,266.3077537,0.967033198,398.5466446,442.325187,284.8728197,0.969710267
2196,1415827780,2014,11,12,22,413.8771317,424.2468249,256.2434477,0.928062615,403.2045843,439.5989698,273.0045931,0.928668259
2197,1415831379,2014,11,12,23,399.9354617,424.8875849,256.594244,0.839246152,382.2419464,444.7802648,270.5924778,0.846392792
2198,1415834979,2014,11,13,0,398.3429651,424.0216597,255.8828081,0.800289036,418.1651803,449.1931662,265.2020461,0.807475523
2199,1415838580,2014,11,13,1,416.5713069,420.0758077,248.2168496,0.798659081,393.8567111,458.3013586,269.2740902,0.790109848
2200,1415842180,2014,11,13,2,405.3948494,420.9530494,250.3192767,0.772573865,390.5887965,458.170654,274.3803394,0.766061192
2201,1415845779,2014,11,13,3,414.9581649,419.6685167,245.789199,0.778093599,401.660653,460.1744916,274.1710462,0.761149194
2202,1415849379,2014,11,13,4,428.878122,415.3821782,236.0798038,0.743383703,392.3052836,463.7381416,269.3016916,0.725261713
2203,1415852979,2014,11,13,5,431.1753832,414.8926779,233.5399164,0.697114184,391.7732932,467.1529907,265.9544385,0.687594684
2204,1415856579,2014,11,13,6,433.7757567,410.9847395,214.7397691,0.677722635,381.1998492,467.2136267,266.8027311,0.670889756
2205,1415860179,2014,11,13,7,448.3076677,405.4534917,214.2136617,0.684913531,374.0753349,467.1504957,294.040304,0.686805605
2206,1415863780,2014,11,13,8,447.1811877,404.0972283,180.957235,0.879719744,387.2656757,455.1526049,283.8186989,0.81689816
2207,1415867380,2014,11,13,9,419.1767905,421.4361435,241.8586375,0.924013691,371.8366391,443.5183979,291.9344107,0.939698118
2208,1415870980,2014,11,13,10,453.187947,430.4434133,267.466656,0.986763335,434.6394841,429.3602397,267.1013183,0.997434561
2209,1415874580,2014,11,13,11,350.0228314,416.7307868,246.4956287,1.022415035,334.3708145,414.3218046,240.3128719,1.030942092
2210,1415878178,2014,11,13,12,405.5624619,418.0329472,266.8542518,1.039439202,404.7633216,421.4502617,282.7460312,1.040612437
2211,1415881779,2014,11,13,13,410.5520637,418.7933828,278.3194376,1.048052193,418.502918,418.9255077,272.3049228,1.05226499
2212,1415885379,2014,11,13,14,442.4263079,421.841091,264.1858542,1.056531816,430.8929361,420.2471155,257.6514603,1.056527605
2213,1415888979,2014,11,13,15,434.1996906,420.8446415,259.7809701,1.028088115,415.3664156,424.2933388,262.7999263,1.003603678
2214,1415892579,2014,11,13,16,440.4227106,425.0503453,259.0836717,0.976266334,442.783611,425.4599266,252.1475315,0.979277564
2215,1415896180,2014,11,13,17,449.1732239,421.6039365,249.8075375,0.9889595,449.1721907,422.5530334,249.1223258,0.991131617
2216,1415899780,2014,11,13,18,440.2961998,416.3884006,225.0660045,0.988762045,449.2204594,417.0941992,221.9368153,0.98674363
2217,1415903380,2014,11,13,19,466.7763235,414.2762975,216.5090974,0.979494291,461.4319182,413.5565603,212.0670623,0.9837789
2218,1415906980,2014,11,13,20,456.2912108,411.2782932,214.4185711,0.989718827,452.411336,414.823146,224.1318705,0.991501254
2219,1415910579,2014,11,13,21,457.4653545,414.1756525,243.5768816,1.004331581,451.7904895,412.9241897,233.952277,1.009380505
2220,1415914179,2014,11,13,22,452.526199,410.509781,221.2063373,1.02841898,453.9635391,411.5655352,216.336488,1.030540868
2221,1415917779,2014,11,13,23,444.5245921,410.3759381,205.0473261,1.012601187,441.6182829,412.4089569,204.4305513,0.995543044
2222,1415921379,2014,11,14,0,428.4827507,413.8924871,208.7487896,0.974915249,435.5167299,415.7167669,210.2647361,0.95336316
2223,1415924979,2014,11,14,1,440.692233,417.9515871,214.9596458,0.941190631,429.573652,420.8435558,216.0335668,0.89660575
2224,1415928580,2014,11,14,2,432.7435087,419.9754296,217.3562303,0.916751472,425.6964877,422.418481,216.8675622,0.865214968
2225,1415932180,2014,11,14,3,437.2836379,420.0957222,215.6328228,0.910492198,430.9592902,423.287089,216.5270002,0.860950769
2226,1415935780,2014,11,14,4,430.1487574,420.8361994,214.2199164,0.90268811,429.5935603,422.5965681,211.0795679,0.864734044
2227,1415939380,2014,11,14,5,432.3190524,416.5549319,202.5158858,0.911715934,434.5941548,416.8455952,201.3483587,0.880799606
2228,1415942979,2014,11,14,6,448.2582545,410.5116054,198.192964,0.928856913,446.1729244,410.5002859,196.7702458,0.894131732
2229,1415946579,2014,11,14,7,433.0089428,407.3411094,186.2023937,0.940442212,435.1428095,407.9127312,187.8282976,0.917860246
2230,1415950179,2014,11,14,8,433.6884858,405.8810922,182.6266052,0.983184057,435.6983425,406.4157827,182.2131561,0.97303003
2231,1415953779,2014,11,14,9,428.1230872,404.1882664,176.1739534,1.036519302,430.2702546,405.0339749,178.7105115,1.020915837
2232,1415957380,2014,11,14,10,434.9433101,403.7586855,179.8565802,1.08049,433.8712491,403.4580165,178.9024657,1.04401682
2233,1415960980,2014,11,14,11,431.2773662,399.9486097,170.4203293,1.120891173,429.9021337,399.2345443,166.9445701,1.064250889
2234,1415964580,2014,11,14,12,418.4950286,397.093393,160.8717449,1.089350838,420.8325313,397.1450254,162.9840652,1.061657364
2235,1415968180,2014,11,14,13,421.9194655,397.3345827,165.2932441,1.06843905,421.6242874,398.2424271,168.3267354,1.015406288
2236,1415971779,2014,11,14,14,422.9580786,398.4268738,173.3685973,1.075380992,419.015653,399.6026026,174.7762717,0.987132373
2237,1415975379,2014,11,14,15,422.517083,399.7106084,175.1028222,1.080918101,419.3435789,401.9123085,176.4407258,0.980257692
2238,1415978979,2014,11,14,16,413.7575485,404.2857635,185.4863672,1.073210698,416.0986887,407.2923897,190.3079839,0.984417538
2239,1415982579,2014,11,14,17,426.0430527,408.6931322,204.5099301,1.077169483,424.1644025,411.8220937,204.2575809,0.98895361
2240,1415986179,2014,11,14,18,417.5509821,411.7897008,218.5272928,1.07691317,420.085247,413.4913903,219.4094293,0.995457838
2241,1415989780,2014,11,14,19,426.8604348,414.0406306,220.1063407,1.072404525,422.8576402,416.092037,218.9886271,0.978995904
2242,1415993380,2014,11,14,20,417.5894736,414.2993989,212.7226741,1.06548595,417.1503868,416.6067538,213.8877131,0.968114422
2243,1415996980,2014,11,14,21,414.4528798,414.7374653,212.6216266,0.957280839,416.4335524,416.9749858,213.7524611,0.955534198
2244,1416000579,2014,11,14,22,421.7837461,415.0012209,212.1912173,0.94704139,422.9613702,417.1692019,213.4509886,0.961174718
2245,1416004179,2014,11,14,23,425.2730762,416.1770598,213.4997394,0.937470503,427.3883703,418.4760749,213.346282,0.949079657
2246,1416007779,2014,11,15,0,406.4199267,417.4921236,215.8767076,0.927314652,424.115761,420.4945026,214.1204909,0.928921111
2247,1416011379,2014,11,15,1,420.220273,418.1014742,212.3316975,0.929807538,413.777318,421.3565761,209.3160351,0.945264744
2248,1416014980,2014,11,15,2,412.1184524,418.94839,211.0673088,0.929518885,409.5164298,421.7388661,209.0436152,0.9510071
2249,1416018580,2014,11,15,3,434.3246826,418.9861775,212.0163499,0.936809916,443.7530614,421.4097136,213.6706291,0.959811384
2250,1416022180,2014,11,15,4,462.0948357,420.6394191,246.7314429,0.96053931,463.7521251,422.6370905,251.0947753,0.972605266
2251,1416025780,2014,11,15,5,456.0820691,418.576386,256.7931012,0.987065749,440.429736,419.7865932,255.4910052,1.002913474
2252,1416029379,2014,11,15,6,433.4047771,417.462704,263.9114453,0.988450017,430.5258245,418.1571653,261.0376672,1.000862725
2253,1416032979,2014,11,15,7,431.6436099,416.9043221,262.4369084,0.992397219,432.9047492,418.0342789,260.298971,1.002068991
2254,1416036579,2014,11,15,8,426.3549145,415.9351708,255.2374165,0.997788714,417.102798,416.091594,251.577284,1.014373054
2255,1416040179,2014,11,15,9,422.9062346,413.4003578,247.2051126,0.996391675,424.0056051,413.2568867,244.8982275,1.015103525
2256,1416043779,2014,11,15,10,435.9768046,411.4023132,246.0764569,1.007804771,437.7486618,411.5417809,246.8954496,1.022267667
2257,1416047380,2014,11,15,11,444.3091658,410.2108624,246.4130771,1.016895267,446.0812871,410.9869898,247.2400638,1.027834467
2258,1416050980,2014,11,15,12,440.7697825,410.9281372,258.1553937,0.999490858,443.1135591,411.214526,260.6944291,1.013733682
2259,1416054580,2014,11,15,13,441.9263693,411.8564185,260.6671197,1.02396905,433.3229764,411.5537952,256.7692777,1.047634979
2260,1416058179,2014,11,15,14,443.7108197,410.2138182,252.1552955,1.057382277,446.0516665,411.1507321,254.5415113,1.083425471
2261,1416061779,2014,11,15,15,437.2522477,411.5036478,255.0981697,1.057400573,437.5308439,413.6255361,258.0059054,1.076937678
2262,1416065379,2014,11,15,16,452.6662761,413.7355666,268.6401353,1.053604064,461.761664,416.4547838,266.9767266,1.057832134
2263,1416068979,2014,11,15,17,464.2712249,415.6639042,264.8478503,1.028024972,476.3057899,418.0334272,268.2157163,1.039742908
2264,1416072579,2014,11,15,18,421.3487254,417.6471055,268.0787387,1.03851183,424.9091291,419.7755068,271.9260478,1.06196159
2265,1416076180,2014,11,15,19,448.2274879,419.2542092,282.5323088,1.044161327,446.6477989,421.8434423,282.5515198,1.06536886
2266,1416079780,2014,11,15,20,454.6250717,419.3922594,283.7129565,1.052728785,459.7237509,421.4486107,285.3744913,1.064463504
2267,1416083380,2014,11,15,21,442.4869835,421.1305288,283.228827,1.045678701,448.1738232,425.1967603,285.1089071,1.058155596
2268,1416086980,2014,11,15,22,441.7219873,424.8220384,283.0436899,1.041078128,444.3207407,428.1432695,283.3640834,1.05162819
2269,1416090579,2014,11,15,23,435.9844239,427.2362142,289.5234397,1.028928101,441.4139081,432.0583843,288.7710649,1.028555052
2270,1416094179,2014,11,16,0,429.4308473,429.6930129,282.4284024,1.027672388,441.044966,436.4374595,289.6513696,1.034524492
2271,1416097780,2014,11,16,1,431.6670505,429.2129762,272.192508,1.012855429,449.8485549,440.9968181,289.2342643,1.017245774
2272,1416101380,2014,11,16,2,426.0469352,421.7820966,240.6093465,1.027365321,440.8471704,445.067941,285.9419632,1.012678368
2273,1416104980,2014,11,16,3,425.1664488,422.9643541,252.2152057,1.012284633,443.0194688,448.6580311,277.0566357,1.003915826
2274,1416108580,2014,11,16,4,436.8610341,416.124295,229.8606959,1.005469749,434.5332861,444.4713866,288.2669766,0.998520481
2275,1416112179,2014,11,16,5,436.2233655,426.6364273,295.2565513,1.018480652,441.0545774,436.3021791,302.0186938,1.02092432
2276,1416115779,2014,11,16,6,427.1022128,424.9586138,289.5170934,1.052605922,429.154102,427.8626389,287.7430605,1.048965188
2277,1416119379,2014,11,16,7,438.2944833,423.8280424,295.2542947,1.057271355,441.003585,427.3461973,289.7511536,1.046104561
2278,1416122979,2014,11,16,8,439.1675813,423.4402094,293.7760841,1.054501061,429.2772682,422.5299558,290.3215246,1.047183724
2279,1416126579,2014,11,16,9,421.6237915,416.7105738,285.3973099,1.044577682,422.2354059,416.5857225,280.528604,1.063599749
2280,1416130180,2014,11,16,10,432.8018865,413.145752,267.5475973,1.050546927,434.5327585,413.2570056,264.9877763,1.075671464
2281,1416133780,2014,11,16,11,425.966674,410.1361833,259.28611,1.052063855,427.9978508,409.9913288,255.7965358,1.07553023
2282,1416137380,2014,11,16,12,400.1273252,408.0534431,255.2826287,1.036419302,406.0008562,407.9654809,253.6940979,1.053418849
2283,1416140979,2014,11,16,13,413.6285937,407.0188361,254.5418378,1.025550545,407.6561869,407.2777849,253.808193,1.042601046
2284,1416144579,2014,11,16,14,417.8891317,405.6723534,250.8946946,1.008675922,418.1806235,406.6816372,252.194491,1.023076287
2285,1416148179,2014,11,16,15,440.2801435,406.1002613,251.6030036,0.986090106,435.5057888,407.1042602,252.6805121,0.999655965
2286,1416151779,2014,11,16,16,422.5656764,407.2152316,265.0802037,0.966160515,421.5055588,408.8621704,268.0982465,0.976490035
2287,1416155379,2014,11,16,17,424.1076348,408.9407641,282.354594,0.947897642,426.431176,409.6057501,275.1261647,0.963438304
2288,1416158980,2014,11,16,18,425.6079455,408.3277854,265.0669833,0.954916043,434.3746534,408.7704046,264.670329,0.967629164
2289,1416162580,2014,11,16,19,428.2554956,408.7012694,267.1738042,0.951276124,434.0823762,409.9821108,263.9225856,0.969945431
2290,1416166180,2014,11,16,20,441.1276558,409.3541465,238.9991276,0.973515923,441.1792187,411.2012754,238.2975898,0.996232073
2291,1416169779,2014,11,16,21,441.8525676,404.4585956,187.008351,1.00703642,444.6595979,404.4350862,181.7401891,1.019617552
2292,1416173379,2014,11,16,22,453.4386192,398.6410078,168.3090239,0.986112145,456.6075255,401.3544403,170.4782757,0.980434428
2293,1416176979,2014,11,16,23,445.2326219,400.6814946,169.9684507,0.977326823,439.7312956,403.1194257,172.8841703,0.984178986
2294,1416180579,2014,11,17,0,435.6223164,397.743752,150.9501437,0.980670464,439.0587344,397.559814,147.561164,0.983322797
2295,1416184179,2014,11,17,1,454.9738385,398.587343,158.6436184,0.964255668,465.3354355,401.3157847,170.7027653,0.978857007
2296,1416187780,2014,11,17,2,493.6363151,404.4810637,222.6744581,0.957625638,495.7200969,406.3923815,223.1281629,0.980616789
2297,1416191380,2014,11,17,3,473.7881839,406.848768,216.082638,0.950363756,466.1011218,408.9768668,214.2891465,0.971754089
2298,1416194980,2014,11,17,4,474.6040454,408.7200931,207.7992885,0.94653969,468.1943821,410.7952258,204.579523,0.966612576
2299,1416198579,2014,11,17,5,467.0358119,409.0774492,200.4829198,0.944674797,462.4362723,411.1555695,197.7493991,0.960062859
2300,1416202179,2014,11,17,6,452.7528803,409.4503735,190.7885578,0.935464873,455.1699102,410.3955859,190.9453084,0.94870029
2301,1416205779,2014,11,17,7,460.6406322,407.9072809,192.0358727,0.941033966,456.9045533,409.133562,191.8620577,0.959272924
2302,1416209379,2014,11,17,8,442.9948834,407.3809662,184.255232,0.949302351,436.7438007,407.1941789,182.7058556,0.996064112
2303,1416212979,2014,11,17,9,438.086608,404.438407,174.2866862,0.954528039,435.7289369,403.9869256,174.7620326,1.011349299
